PASILLO,UBICACION,CODIGO,DESCRIPCION,CANTIDAD,FECHA,Index
A,"A4,20",4400420,PAÑUELO HUEVO CROCANTTI IN 14313,"2500,0",19/05/2024,2665
A,"A4,20",4191132,PLIEGO LAM 500X500 HVO CHOOK 100G,"900,0",19/05/2024,2666
A,"A4,21",4102060,CAJA LISA MI 280X155X125,"1400,0",22/05/2024,2667
A,"A4,21",,"",,,2668
A,"A4,21",,"",,,2669
A,"A4,21",,"",,,2670
A,"A4,21",,"",,,2671
A,"A4,21",,"",,,2672
A,"A4,21",,"",,,2673
A,"A4,21",,"",,,2674
A,"A4,21",,"",,,2675
A,"A4,21",,"",,,2676
A,"A4,21",,"",,,2677
A,"A4,21",,"",,,2678
A,"A4,21",,"",,,2679
A,"A4,21",,"",,,2680
A,"A4,21",,"",,,2681
A,"A4,21",,"",,,2682
A,"A4,21",,"",,,2683
A,"A4,21",,"",,,2684
A,"A4,22",4401640,EST TORTA ALMENDRA X 150G BARILOCHE 2023,"8000,0",05/08/2024,2685
A,"A4,22",,"",,,2686
A,"A4,22",,"",,,2687
A,"A4,22",,"",,,2688
A,"A4,22",,"",,,2689
A,"A4,22",,"",,,2690
A,"A4,22",,"",,,2691
A,"A4,22",,"",,,2692
A,"A4,22",,"",,,2693
A,"A4,22",,"",,,2694
A,"A4,22",,"",,,2695
A,"A4,22",,"",,,2696
A,"A4,22",,"",,,2697
A,"A4,22",,"",,,2698
A,"A4,22",,"",,,2699
A,"A4,22",,"",,,2700
A,"A4,22",,"",,,2701
A,"A4,22",,"",,,2702
A,"A4,23",4102315,CAJA TURRON MANI 28X80 COD401 6001802982,"1325,0",19/07/2024,2703
A,"A4,23",,"",,,2704
A,"A4,23",,"",,,2705
A,"A4,23",,"",,,2706
A,"A4,23",,"",,,2707
A,"A4,23",,"",,,2708
A,"A4,23",,"",,,2709
A,"A4,23",,"",,,2710
A,"A4,23",,"",,,2711
A,"A4,23",,"",,,2712
A,"A4,23",,"",,,2713
A,"A4,23",,"",,,2714
A,"A4,23",,"",,,2715
A,"A4,23",,"",,,2716
A,"A4,23",,"",,,2717
A,"A4,23",,"",,,2718
A,"A4,23",,"",,,2719
A,"A4,23",,"",,,2720
A,"A4,24",4400626,CAJA TABLETA TAZA BOMBONET 100G IN16209,"300,0",19/05/2024,2721
A,"A4,24",,"",,,2722
A,"A4,24",,"",,,2723
A,"A4,24",,"",,,2724
A,"A4,24",,"",,,2725
A,"A4,24",,"",,,2726
A,"A4,24",,"",,,2727
A,"A4,24",,"",,,2728
A,"A4,24",,"",,,2729
A,"A4,24",,"",,,2730
A,"A4,24",,"",,,2731
A,"A4,24",,"",,,2732
A,"A4,24",,"",,,2733
A,"A4,24",,"",,,2734
A,"A4,24",,"",,,2735
A,"A4,24",,"",,,2736
A,"A4,24",,"",,,2737
A,"A4,24",,"",,,2738
A,"A4,25",4401650,EST. PASAS LECHE X 80  BCHE PREMIUM,"30000,0",10/08/2024,2739
A,"A4,25",,"",,,2740
A,"A4,25",,"",,,2741
A,"A4,25",,"",,,2742
A,"A4,25",,"",,,2743
A,"A4,25",,"",,,2744
A,"A4,25",,"",,,2745
A,"A4,25",,"",,,2746
A,"A4,25",,"",,,2747
A,"A4,25",,"",,,2748
A,"A4,25",,"",,,2749
A,"A4,25",,"",,,2750
A,"A4,25",,"",,,2751
A,"A4,25",,"",,,2752
A,"A4,25",,"",,,2753
A,"A4,25",,"",,,2754
A,"A4,25",,"",,,2755
A,"A4,25",,"",,,2756
A,"A4,26",4102048,CAJA TABLETA LECHE Y MANI BALLCHOC 50G,"925,0",06/09/2024,2757
A,"A4,26",,"",,,2758
A,"A4,26",,"",,,2759
A,"A4,26",,"",,,2760
A,"A4,26",,"",,,2761
A,"A4,26",,"",,,2762
A,"A4,26",,"",,,2763
A,"A4,26",,"",,,2764
A,"A4,26",,"",,,2765
A,"A4,26",,"",,,2766
A,"A4,26",,"",,,2767
A,"A4,26",,"",,,2768
A,"A4,26",,"",,,2769
A,"A4,26",,"",,,2770
A,"A4,26",,"",,,2771
A,"A4,26",,"",,,2772
A,"A4,26",,"",,,2773
A,"A4,26",,"",,,2774
A,"A4,27",4400102,CAJA - P/ TURRÓN DE MANI X 80 G  GRABICH,"2160,0",05/09/2024,2775
A,"A4,27",,"",,,2776
A,"A4,27",,"",,,2777
A,"A4,27",,"",,,2778
A,"A4,27",,"",,,2779
A,"A4,27",,"",,,2780
A,"A4,27",,"",,,2781
A,"A4,27",,"",,,2782
A,"A4,27",,"",,,2783
A,"A4,27",,"",,,2784
A,"A4,27",,"",,,2785
A,"A4,27",,"",,,2786
A,"A4,27",,"",,,2787
A,"A4,27",,"",,,2788
A,"A4,27",,"",,,2789
A,"A4,27",,"",,,2790
A,"A4,27",,"",,,2791
A,"A4,27",,"",,,2792
A,"A4,28",4401492,EST. GARRAPIÑ ALMEN BCHE PREM X 80G IN 12495,"11546,0",19/05/2024,2793
A,"A4,28",,"",,,2794
A,"A4,28",,"",,,2795
A,"A4,28",,"",,,2796
A,"A4,28",,"",,,2797
A,"A4,28",,"",,,2798
A,"A4,28",,"",,,2799
A,"A4,28",,"",,,2800
A,"A4,28",,"",,,2801
A,"A4,28",,"",,,2802
A,"A4,28",,"",,,2803
A,"A4,28",,"",,,2804
A,"A4,28",,"",,,2805
A,"A4,28",,"",,,2806
A,"A4,28",,"",,,2807
A,"A4,28",,"",,,2808
A,"A4,28",,"",,,2809
A,"A4,28",,"",,,2810
A,"A4,29",4102315,CAJA TURRON MANI 28X80 COD401 6001802982,"1575,0",23/05/2024,2811
A,"A4,29",,"",,,2812
A,"A4,29",,"",,,2813
A,"A4,29",,"",,,2814
A,"A4,29",,"",,,2815
A,"A4,29",,"",,,2816
A,"A4,29",,"",,,2817
A,"A4,29",,"",,,2818
A,"A4,29",,"",,,2819
A,"A4,29",,"",,,2820
A,"A4,29",,"",,,2821
A,"A4,29",,"",,,2822
A,"A4,29",,"",,,2823
A,"A4,29",,"",,,2824
A,"A4,29",,"",,,2825
A,"A4,29",,"",,,2826
A,"A4,29",,"",,,2827
A,"A4,29",,"",,,2828
A,"A4,30",4401639,EST TORTA MANI X 200G BARILOCHE 2023,"10485,0",28/08/2024,2829
A,"A4,30",,"",,,2830
A,"A4,30",,"",,,2831
A,"A4,30",,"",,,2832
A,"A4,30",,"",,,2833
A,"A4,30",,"",,,2834
A,"A4,30",,"",,,2835
A,"A4,30",,"",,,2836
A,"A4,30",,"",,,2837
A,"A4,30",,"",,,2838
A,"A4,30",,"",,,2839
A,"A4,30",,"",,,2840
A,"A4,30",,"",,,2841
A,"A4,30",,"",,,2842
A,"A4,30",,"",,,2843
A,"A4,30",,"",,,2844
A,"A4,30",,"",,,2845
A,"A4,30",,"",,,2846
A,"A4,31",,"",,,2847
A,"A4,31",,"",,,2848
A,"A4,31",,"",,,2849
A,"A4,31",,"",,,2850
A,"A4,31",,"",,,2851
A,"A4,31",,"",,,2852
A,"A4,31",,"",,,2853
A,"A4,31",,"",,,2854
A,"A4,31",,"",,,2855
A,"A4,31",,"",,,2856
A,"A4,31",,"",,,2857
A,"A4,31",,"",,,2858
A,"A4,31",,"",,,2859
A,"A4,31",,"",,,2860
A,"A4,31",,"",,,2861
A,"A4,31",,"",,,2862
A,"A4,31",,"",,,2863
A,"A4,31",,"",,,2864
A,"A4,32",4102330,CAJA TURRON DE MANI LATIN 60G,"620,0",19/08/2024,2865
A,"A4,32",4102315,CAJA TURRON MANI 28X80 COD401 6001802982,"164,0",19/08/2024,2866
A,"A4,32",,"",,,2867
A,"A4,32",,"",,,2868
A,"A4,32",,"",,,2869
A,"A4,32",,"",,,2870
A,"A4,32",,"",,,2871
A,"A4,32",,"",,,2872
A,"A4,32",,"",,,2873
A,"A4,32",,"",,,2874
A,"A4,32",,"",,,2875
A,"A4,32",,"",,,2876
A,"A4,32",,"",,,2877
A,"A4,32",,"",,,2878
A,"A4,32",,"",,,2879
A,"A4,32",,"",,,2880
A,"A4,32",,"",,,2881
A,"A4,32",,"",,,2882
A,"A4,33",3045015,HOSTIA 160MM DIAMETRO,"45000,0",01/08/2024,2883
A,"A4,33",,"",,,2884
A,"A4,33",,"",,,2885
A,"A4,33",,"",,,2886
A,"A4,33",,"",,,2887
A,"A4,33",,"",,,2888
A,"A4,33",,"",,,2889
A,"A4,33",,"",,,2890
A,"A4,33",,"",,,2891
A,"A4,33",,"",,,2892
A,"A4,33",,"",,,2893
A,"A4,33",,"",,,2894
A,"A4,33",,"",,,2895
A,"A4,33",,"",,,2896
A,"A4,33",,"",,,2897
A,"A4,33",,"",,,2898
A,"A4,33",,"",,,2899
A,"A4,33",,"",,,2900
A,"A4,34",4400626,CAJA TABLETA TAZA BOMBONET 100G IN16209,"870,0",05/08/2024,2901
A,"A4,34",,"",,,2902
A,"A4,34",,"",,,2903
A,"A4,34",,"",,,2904
A,"A4,34",,"",,,2905
A,"A4,34",,"",,,2906
A,"A4,34",,"",,,2907
A,"A4,34",,"",,,2908
A,"A4,34",,"",,,2909
A,"A4,34",,"",,,2910
A,"A4,34",,"",,,2911
A,"A4,34",,"",,,2912
A,"A4,34",,"",,,2913
A,"A4,34",,"",,,2914
A,"A4,34",,"",,,2915
A,"A4,34",,"",,,2916
A,"A4,34",,"",,,2917
A,"A4,34",,"",,,2918
A,"A4,35",4401459,C.C.C DISPLAY RAMA 9UN X 30 GR IN 16228,"100,0",19/05/2024,2919
A,"A4,35",4400626,CAJA TABLETA TAZA BOMBONET 100G IN16209,,Sin controlar,2920
A,"A4,35",,"",,,2921
A,"A4,35",,"",,,2922
A,"A4,35",,"",,,2923
A,"A4,35",,"",,,2924
A,"A4,35",,"",,,2925
A,"A4,35",,"",,,2926
A,"A4,35",,"",,,2927
A,"A4,35",,"",,,2928
A,"A4,35",,"",,,2929
A,"A4,35",,"",,,2930
A,"A4,35",,"",,,2931
A,"A4,35",,"",,,2932
A,"A4,35",,"",,,2933
A,"A4,35",,"",,,2934
A,"A4,35",,"",,,2935
A,"A4,35",,"",,,2936
A,"A4,36",4401654,EST. GARRAPIÑADA ALMENDRAS X 80  BCHE PREMIUM,"30000,0",10/08/2024,2937
A,"A4,36",,"",,,2938
A,"A4,36",,"",,,2939
A,"A4,36",,"",,,2940
A,"A4,36",,"",,,2941
A,"A4,36",,"",,,2942
A,"A4,36",,"",,,2943
A,"A4,36",,"",,,2944
A,"A4,36",,"",,,2945
A,"A4,36",,"",,,2946
A,"A4,36",,"",,,2947
A,"A4,36",,"",,,2948
A,"A4,36",,"",,,2949
A,"A4,36",,"",,,2950
A,"A4,36",,"",,,2951
A,"A4,36",,"",,,2952
A,"A4,36",,"",,,2953
A,"A4,36",,"",,,2954
A,"A4,37",4401821,EST. PISTACHOS LECHE X 80 G. B. PREMIUM-2024,"13200,0",05/09/2024,2955
A,"A4,37",,"",,,2956
A,"A4,37",,"",,,2957
A,"A4,37",,"",,,2958
A,"A4,37",,"",,,2959
A,"A4,37",,"",,,2960
A,"A4,37",,"",,,2961
A,"A4,37",,"",,,2962
A,"A4,37",,"",,,2963
A,"A4,37",,"",,,2964
A,"A4,37",,"",,,2965
A,"A4,37",,"",,,2966
A,"A4,37",,"",,,2967
A,"A4,37",,"",,,2968
A,"A4,37",,"",,,2969
A,"A4,37",,"",,,2970
A,"A4,37",,"",,,2971
A,"A4,37",,"",,,2972
A,"A4,38",4401651/01,EST. ALMENDRAS LECHE X 80  BCHE PREMIUM,"25000,0",10/08/2024,2973
A,"A4,38",,"",,,2974
A,"A4,38",,"",,,2975
A,"A4,38",,"",,,2976
A,"A4,38",,"",,,2977
A,"A4,38",,"",,,2978
A,"A4,38",,"",,,2979
A,"A4,38",,"",,,2980
A,"A4,38",,"",,,2981
A,"A4,38",,"",,,2982
A,"A4,38",,"",,,2983
A,"A4,38",,"",,,2984
A,"A4,38",,"",,,2985
A,"A4,38",,"",,,2986
A,"A4,38",,"",,,2987
A,"A4,38",,"",,,2988
A,"A4,38",,"",,,2989
A,"A4,38",,"",,,2990
A,"A4,39",4401560,DISPLAY P/ BARILOCHITOS 30G 2022,"2700,0",19/05/2024,2991
A,"A4,39",,"",,,2992
A,"A4,39",,"",,,2993
A,"A4,39",,"",,,2994
A,"A4,39",,"",,,2995
A,"A4,39",,"",,,2996
A,"A4,39",,"",,,2997
A,"A4,39",,"",,,2998
A,"A4,39",,"",,,2999
A,"A4,39",,"",,,3000
A,"A4,39",,"",,,3001
A,"A4,39",,"",,,3002
A,"A4,39",,"",,,3003
A,"A4,39",,"",,,3004
A,"A4,39",,"",,,3005
A,"A4,39",,"",,,3006
A,"A4,39",,"",,,3007
A,"A4,39",,"",,,3008
A,"A4,40",4401676,EST. TORTA DE ALMENDRAS  BCHE PREMIUM,"7540,0",05/08/2024,3009
A,"A4,40",,"",,,3010
A,"A4,40",,"",,,3011
A,"A4,40",,"",,,3012
A,"A4,40",,"",,,3013
A,"A4,40",,"",,,3014
A,"A4,40",,"",,,3015
A,"A4,40",,"",,,3016
A,"A4,40",,"",,,3017
A,"A4,40",,"",,,3018
A,"A4,40",,"",,,3019
A,"A4,40",,"",,,3020
A,"A4,40",,"",,,3021
A,"A4,40",,"",,,3022
A,"A4,40",,"",,,3023
A,"A4,40",,"",,,3024
A,"A4,40",,"",,,3025
A,"A4,40",,"",,,3026
A,"A4,41",3045015,HOSTIA 160MM DIAMETRO,"35000,0",05/08/2024,3027
A,"A4,41",3045015,HOSTIA 160MM DIAMETRO,"10000,0",02/09/2024,3028
A,"A4,41",,"",,,3029
A,"A4,41",,"",,,3030
A,"A4,41",,"",,,3031
A,"A4,41",,"",,,3032
A,"A4,41",,"",,,3033
A,"A4,41",,"",,,3034
A,"A4,41",,"",,,3035
A,"A4,41",,"",,,3036
A,"A4,41",,"",,,3037
A,"A4,41",,"",,,3038
A,"A4,41",,"",,,3039
A,"A4,41",,"",,,3040
A,"A4,41",,"",,,3041
A,"A4,41",,"",,,3042
A,"A4,41",,"",,,3043
A,"A4,41",,"",,,3044
A,"A4,42",4401676,EST. TORTA DE ALMENDRAS  BCHE PREMIUM,"12480,0",10/08/2024,3045
A,"A4,42",,"",,,3046
A,"A4,42",,"",,,3047
A,"A4,42",,"",,,3048
A,"A4,42",,"",,,3049
A,"A4,42",,"",,,3050
A,"A4,42",,"",,,3051
A,"A4,42",,"",,,3052
A,"A4,42",,"",,,3053
A,"A4,42",,"",,,3054
A,"A4,42",,"",,,3055
A,"A4,42",,"",,,3056
A,"A4,42",,"",,,3057
A,"A4,42",,"",,,3058
A,"A4,42",,"",,,3059
A,"A4,42",,"",,,3060
A,"A4,42",,"",,,3061
A,"A4,42",,"",,,3062
B,"B1,1",4401583,CCC HUEVOS DE DECORADOS BARILOCHE B60214/215,"445,0",,3063
B,"B1,1",,"",,,3064
B,"B1,1",,"",,,3065
B,"B1,1",,"",,,3066
B,"B1,1",,"",,,3067
B,"B1,1",,"",,,3068
B,"B1,1",,"",,,3069
B,"B1,1",,"",,,3070
B,"B1,1",,"",,,3071
B,"B1,1",,"",,,3072
B,"B1,1",,"",,,3073
B,"B1,1",,"",,,3074
B,"B1,1",,"",,,3075
B,"B1,1",,"",,,3076
B,"B1,1",,"",,,3077
B,"B1,1",,"",,,3078
B,"B1,1",,"",,,3079
B,"B1,1",,"",,,3080
B,"B1,2",4102053,CAJA HUEVO MINI CHOOK 40G FLOWPACK,"640,0",,3081
B,"B1,2",,"",,,3082
B,"B1,2",,"",,,3083
B,"B1,2",,"",,,3084
B,"B1,2",,"",,,3085
B,"B1,2",,"",,,3086
B,"B1,2",,"",,,3087
B,"B1,2",,"",,,3088
B,"B1,2",,"",,,3089
B,"B1,2",,"",,,3090
B,"B1,2",,"",,,3091
B,"B1,2",,"",,,3092
B,"B1,2",,"",,,3093
B,"B1,2",,"",,,3094
B,"B1,2",,"",,,3095
B,"B1,2",,"",,,3096
B,"B1,2",,"",,,3097
B,"B1,2",,"",,,3098
B,"B1,3",4400617,CAJA GALLINA BARILOCHE 12UX120G IN16089,"481,0",,3099
B,"B1,3",,"",,,3100
B,"B1,3",,"",,,3101
B,"B1,3",,"",,,3102
B,"B1,3",,"",,,3103
B,"B1,3",,"",,,3104
B,"B1,3",,"",,,3105
B,"B1,3",,"",,,3106
B,"B1,3",,"",,,3107
B,"B1,3",,"",,,3108
B,"B1,3",,"",,,3109
B,"B1,3",,"",,,3110
B,"B1,3",,"",,,3111
B,"B1,3",,"",,,3112
B,"B1,3",,"",,,3113
B,"B1,3",,"",,,3114
B,"B1,3",,"",,,3115
B,"B1,3",,"",,,3116
B,"B1,4",4102023,CAJA 39 GALLINA 2 KG PALMESANO,"223,0",09/08/2024,3117
B,"B1,4",4400650,CAJA BOMBON-RAMA BARILOC 24 X150 G IN 16215,"28,0",09/08/2024,3118
B,"B1,4",4400648,CAJA BOMBO-RAMA+CORTADOS BCHE 10X456G IN16226,"23,0",09/08/2024,3119
B,"B1,4",4401454,C.C.C. BOMB. RAMA BARIL. 12 X 300 GR IN 16216,"17,0",09/08/2024,3120
B,"B1,4",4400629,CAJA HUEVOS DECO EST 2006 IN 16018,"7,0",09/08/2024,3121
B,"B1,4",4102025,"CAJA 40 HUEVO 1X5 KG GALLO 2,5 KG PALMES","8,0",09/08/2024,3122
B,"B1,4",4102036,CAJA GOMITAS X12 DISP X14X40G 6001809756,"114,0",09/08/2024,3123
B,"B1,4",,"",,,3124
B,"B1,4",,"",,,3125
B,"B1,4",,"",,,3126
B,"B1,4",,"",,,3127
B,"B1,4",,"",,,3128
B,"B1,4",,"",,,3129
B,"B1,4",,"",,,3130
B,"B1,4",,"",,,3131
B,"B1,4",,"",,,3132
B,"B1,4",,"",,,3133
B,"B1,4",,"",,,3134
B,"B1,5",4401742,SEPARADOR CRUZ FLOW 44 Y 65 G - BARILOCHE- 2023,"866,0",,3135
B,"B1,5",,"",,,3136
B,"B1,5",,"",,,3137
B,"B1,5",,"",,,3138
B,"B1,5",,"",,,3139
B,"B1,5",,"",,,3140
B,"B1,5",,"",,,3141
B,"B1,5",,"",,,3142
B,"B1,5",,"",,,3143
B,"B1,5",,"",,,3144
B,"B1,5",,"",,,3145
B,"B1,5",,"",,,3146
B,"B1,5",,"",,,3147
B,"B1,5",,"",,,3148
B,"B1,5",,"",,,3149
B,"B1,5",,"",,,3150
B,"B1,5",,"",,,3151
B,"B1,5",,"",,,3152
B,"B1,6",4412001,CAJA GRAGEADOS CHOCOLATE EN DOY PACK 12X150G,"625,0",,3153
B,"B1,6",,"",,,3154
B,"B1,6",,"",,,3155
B,"B1,6",,"",,,3156
B,"B1,6",,"",,,3157
B,"B1,6",,"",,,3158
B,"B1,6",,"",,,3159
B,"B1,6",,"",,,3160
B,"B1,6",,"",,,3161
B,"B1,6",,"",,,3162
B,"B1,6",,"",,,3163
B,"B1,6",,"",,,3164
B,"B1,6",,"",,,3165
B,"B1,6",,"",,,3166
B,"B1,6",,"",,,3167
B,"B1,6",,"",,,3168
B,"B1,6",,"",,,3169
B,"B1,6",,"",,,3170
B,"B1,7",4141004,ESTUCHE OVOLIN ORO  12 UN X 7 G PALMESAN,"670,0",,3171
B,"B1,7",4400708,SORP HUEV BARILOC-PENC VERD O ROJ 70G IN14511,"4195,0",,3172
B,"B1,7",4400707,SORPRESA AZUL HUEVO BARILOCHITO 60G IN 14510,"8060,0",,3173
B,"B1,7",4063002,PEDETALES DE CARTON PALMESANO Nº2,"1705,0",,3174
B,"B1,7",4063001,PEDESTALES DE CARTON PALMESANO Nº1,"7500,0",,3175
B,"B1,7",4400504,ESTUCHE P/ COLECTIVO  (IN 12368),"877,0",,3176
B,"B1,7",4191025,PLIEG POLIP.LISO SIN  IMP 300X300 H. DEC,"33050,0",,3177
B,"B1,7",4193102,PLIEGO PE CRISTAL VIRGEN 50CMX50CM 60MIC,"14000,0",,3178
B,"B1,7",4401317,BOLSA  ESTUCHE  CÓNICOS IN 12366,"8900,0",,3179
B,"B1,7",4011007,CABALLETE OVOLON X 3 UN BALL CHOC,"1500,0",,3180
B,"B1,7",4011601,CABALLETE CONEJO 80G LINEA GENERICA,"7500,0",,3181
B,"B1,7",,"",,,3182
B,"B1,7",,"",,,3183
B,"B1,7",,"",,,3184
B,"B1,7",,"",,,3185
B,"B1,7",,"",,,3186
B,"B1,7",,"",,,3187
B,"B1,7",,"",,,3188
B,"B1,8",4102009,CAJA Nº20 CHOC TAZA PALMESANO 6001801463,"795,0",09/08/2024,3189
B,"B1,8",,"",,,3190
B,"B1,8",,"",,,3191
B,"B1,8",,"",,,3192
B,"B1,8",,"",,,3193
B,"B1,8",,"",,,3194
B,"B1,8",,"",,,3195
B,"B1,8",,"",,,3196
B,"B1,8",,"",,,3197
B,"B1,8",,"",,,3198
B,"B1,8",,"",,,3199
B,"B1,8",,"",,,3200
B,"B1,8",,"",,,3201
B,"B1,8",,"",,,3202
B,"B1,8",,"",,,3203
B,"B1,8",,"",,,3204
B,"B1,8",,"",,,3205
B,"B1,8",,"",,,3206
B,"B1,9",4400642,CAJA BOMBONERAS MIX CONICAS IN 16062,"484,0",09/08/2024,3207
B,"B1,9",,"",,,3208
B,"B1,9",,"",,,3209
B,"B1,9",,"",,,3210
B,"B1,9",,"",,,3211
B,"B1,9",,"",,,3212
B,"B1,9",,"",,,3213
B,"B1,9",,"",,,3214
B,"B1,9",,"",,,3215
B,"B1,9",,"",,,3216
B,"B1,9",,"",,,3217
B,"B1,9",,"",,,3218
B,"B1,9",,"",,,3219
B,"B1,9",,"",,,3220
B,"B1,9",,"",,,3221
B,"B1,9",,"",,,3222
B,"B1,9",,"",,,3223
B,"B1,9",,"",,,3224
B,"B1,10",4400622,CAJA HVO BCHE 420X320X200 IN 16020,"250,0",,3225
B,"B1,10",,"",,,3226
B,"B1,10",,"",,,3227
B,"B1,10",,"",,,3228
B,"B1,10",,"",,,3229
B,"B1,10",,"",,,3230
B,"B1,10",,"",,,3231
B,"B1,10",,"",,,3232
B,"B1,10",,"",,,3233
B,"B1,10",,"",,,3234
B,"B1,10",,"",,,3235
B,"B1,10",,"",,,3236
B,"B1,10",,"",,,3237
B,"B1,10",,"",,,3238
B,"B1,10",,"",,,3239
B,"B1,10",,"",,,3240
B,"B1,10",,"",,,3241
B,"B1,10",,"",,,3242
B,"B1,11",4400615,CAJA P/ HUEVO COD 60200  (IN 16082 ),"600,0",,3243
B,"B1,11",,"",,,3244
B,"B1,11",,"",,,3245
B,"B1,11",,"",,,3246
B,"B1,11",,"",,,3247
B,"B1,11",,"",,,3248
B,"B1,11",,"",,,3249
B,"B1,11",,"",,,3250
B,"B1,11",,"",,,3251
B,"B1,11",,"",,,3252
B,"B1,11",,"",,,3253
B,"B1,11",,"",,,3254
B,"B1,11",,"",,,3255
B,"B1,11",,"",,,3256
B,"B1,11",,"",,,3257
B,"B1,11",,"",,,3258
B,"B1,11",,"",,,3259
B,"B1,11",,"",,,3260
B,"B1,12",4400615,CAJA P/ HUEVO COD 60200  (IN 16082 ),"600,0",,3261
B,"B1,12",,"",,,3262
B,"B1,12",,"",,,3263
B,"B1,12",,"",,,3264
B,"B1,12",,"",,,3265
B,"B1,12",,"",,,3266
B,"B1,12",,"",,,3267
B,"B1,12",,"",,,3268
B,"B1,12",,"",,,3269
B,"B1,12",,"",,,3270
B,"B1,12",,"",,,3271
B,"B1,12",,"",,,3272
B,"B1,12",,"",,,3273
B,"B1,12",,"",,,3274
B,"B1,12",,"",,,3275
B,"B1,12",,"",,,3276
B,"B1,12",,"",,,3277
B,"B1,12",,"",,,3278
B,"B1,13",4400606,CAJA PASCUA COD 16079,"450,0",,3279
B,"B1,13",,"",,,3280
B,"B1,13",,"",,,3281
B,"B1,13",,"",,,3282
B,"B1,13",,"",,,3283
B,"B1,13",,"",,,3284
B,"B1,13",,"",,,3285
B,"B1,13",,"",,,3286
B,"B1,13",,"",,,3287
B,"B1,13",,"",,,3288
B,"B1,13",,"",,,3289
B,"B1,13",,"",,,3290
B,"B1,13",,"",,,3291
B,"B1,13",,"",,,3292
B,"B1,13",,"",,,3293
B,"B1,13",,"",,,3294
B,"B1,13",,"",,,3295
B,"B1,13",,"",,,3296
B,"B1,14",4102315,CAJA TURRON MANI 28X80 COD401 6001802982,"975,0",01/08/2024,3297
B,"B1,14",,"",,,3298
B,"B1,14",,"",,,3299
B,"B1,14",,"",,,3300
B,"B1,14",,"",,,3301
B,"B1,14",,"",,,3302
B,"B1,14",,"",,,3303
B,"B1,14",,"",,,3304
B,"B1,14",,"",,,3305
B,"B1,14",,"",,,3306
B,"B1,14",,"",,,3307
B,"B1,14",,"",,,3308
B,"B1,14",,"",,,3309
B,"B1,14",,"",,,3310
B,"B1,14",,"",,,3311
B,"B1,14",,"",,,3312
B,"B1,14",,"",,,3313
B,"B1,14",,"",,,3314
B,"B1,15",,"",,,3315
B,"B1,15",,"",,,3316
B,"B1,15",,"",,,3317
B,"B1,15",,"",,,3318
B,"B1,15",,"",,,3319
B,"B1,15",,"",,,3320
B,"B1,15",,"",,,3321
B,"B1,15",,"",,,3322
B,"B1,15",,"",,,3323
B,"B1,15",,"",,,3324
B,"B1,15",,"",,,3325
B,"B1,15",,"",,,3326
B,"B1,15",,"",,,3327
B,"B1,15",,"",,,3328
B,"B1,15",,"",,,3329
B,"B1,15",,"",,,3330
B,"B1,15",,"",,,3331
B,"B1,15",,"",,,3332
B,"B1,16",4400641,CAJA TURRON  12 UN IN 16042,"1161,0",09/09/2024,3333
B,"B1,16",,"",,,3334
B,"B1,16",,"",,,3335
B,"B1,16",,"",,,3336
B,"B1,16",,"",,,3337
B,"B1,16",,"",,,3338
B,"B1,16",,"",,,3339
B,"B1,16",,"",,,3340
B,"B1,16",,"",,,3341
B,"B1,16",,"",,,3342
B,"B1,16",,"",,,3343
B,"B1,16",,"",,,3344
B,"B1,16",,"",,,3345
B,"B1,16",,"",,,3346
B,"B1,16",,"",,,3347
B,"B1,16",,"",,,3348
B,"B1,16",,"",,,3349
B,"B1,16",,"",,,3350
B,"B1,17",4102316,CAJA TURRON DE MANI 28X80 6001802971,"1200,0",,3351
B,"B1,17",,"",,,3352
B,"B1,17",,"",,,3353
B,"B1,17",,"",,,3354
B,"B1,17",,"",,,3355
B,"B1,17",,"",,,3356
B,"B1,17",,"",,,3357
B,"B1,17",,"",,,3358
B,"B1,17",,"",,,3359
B,"B1,17",,"",,,3360
B,"B1,17",,"",,,3361
B,"B1,17",,"",,,3362
B,"B1,17",,"",,,3363
B,"B1,17",,"",,,3364
B,"B1,17",,"",,,3365
B,"B1,17",,"",,,3366
B,"B1,17",,"",,,3367
B,"B1,17",,"",,,3368
B,"B1,18",4401610,CAJA TABLETAS 100G BCHE PRMIUM 4X10UNX100G,"475,0",cte: 2157,3369
B,"B1,18",,"",,,3370
B,"B1,18",,"",,,3371
B,"B1,18",,"",,,3372
B,"B1,18",,"",,,3373
B,"B1,18",,"",,,3374
B,"B1,18",,"",,,3375
B,"B1,18",,"",,,3376
B,"B1,18",,"",,,3377
B,"B1,18",,"",,,3378
B,"B1,18",,"",,,3379
B,"B1,18",,"",,,3380
B,"B1,18",,"",,,3381
B,"B1,18",,"",,,3382
B,"B1,18",,"",,,3383
B,"B1,18",,"",,,3384
B,"B1,18",,"",,,3385
B,"B1,18",,"",,,3386
B,"B1,19",4401454,C.C.C. BOMB. RAMA BARIL. 12 X 300 GR IN 16216,"268,0",,3387
B,"B1,19",,"",,,3388
B,"B1,19",,"",,,3389
B,"B1,19",,"",,,3390
B,"B1,19",,"",,,3391
B,"B1,19",,"",,,3392
B,"B1,19",,"",,,3393
B,"B1,19",,"",,,3394
B,"B1,19",,"",,,3395
B,"B1,19",,"",,,3396
B,"B1,19",,"",,,3397
B,"B1,19",,"",,,3398
